nom_client,id_neobrain_client,id_neobrain_competence,code_competence,nom_competence,referentiel_competence,type_referentiel_competence,type_referentiel_competence_detaille,groupe_competence,type_groupe_competence,date_mise_a_jour,maitrise_moyenne,motivation_moyenne,maitrise_moyenne_note_manager,nb_collaborateurs_actifs,nb_collaborateur_a_reskiller,nb_metier_possedant_ce_metier,categorie_detention,gamme_detention,description_niveau_1,description_niveau_2,description_niveau_3,description_niveau_4
OPT - NC,620,21967249,COMP78,"Contrôle, audit et évaluation",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:03,2.71,3.25,,28.0,2.0,3.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967459,COMP288,"Maîtriser l'utilisation du système d'information (OTRS, GLPI, Patrimoine immobilier)",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:15,2.43,3.0,,8.0,3.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967558,COMP387,Connaissance des problématiques d'urbanisation des SI.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:24,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967455,COMP284,Techniques de signalisation.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:15,2.0,3.33,,3.0,3.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967347,COMP176,Techniques de management des ventes,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-26 22:52:57,2.53,2.95,,46.0,16.0,1.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967593,COMP422,"Outils bureautiques, logiciels courants, outils de sécurité.",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:27,3.5,3.8,,6.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967760,COMP589,Etre diplomate,OPT-NC 2025,Customer,OPT - NC,Savoir être,,2025-09-03 13:38:47,3.26,3.17,,107.0,17.0,14.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967430,COMP259,Maitrise dans l'administration de base de données,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:13,2.29,2.71,,9.0,4.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967618,COMP447,Connaitre les outils de production BIZAGI et Entreprise Architect,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:30,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967699,COMP528,Manager,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:39,3.19,3.25,,87.0,33.0,7.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967750,COMP579,Etre autonome,OPT-NC 2025,Customer,OPT - NC,Savoir être,,2025-09-03 13:38:46,3.46,3.59,,751.0,43.0,63.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967185,COMP14,"Architectures, protocoles et infrastructures des réseaux publics et d'entreprise",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,,,,3.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967276,COMP105,Maitrise de techniques liées à l'efficacité énergétique ;,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:04,1.0,3.0,,2.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967643,COMP472,"Capitaliser une expérience, une connaissance",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:33,3.21,3.46,,30.0,2.0,4.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967458,COMP287,Réglementations des établissements recevant du public (ERP).,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:15,2.1,2.4,,11.0,6.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967611,COMP440,Connaissance des logiciels Microsoft,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-03 23:57:23,3.67,3.67,,5.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967384,COMP213,Techniques du controle interne et maitrise des risques,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:10,3.25,3.25,,6.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967251,COMP80,"Organisation, méthode et processus",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:03,3.1,3.25,,84.0,5.0,5.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967418,COMP247,Sciences humaines et sociales,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-01-20 23:30:17,2.8,2.6,,16.0,2.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967218,COMP47,Maitriser les systèmes d'exploitation,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:02,3.67,3.4,,10.0,3.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967742,COMP571,Travailler en partenariat,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:45,,,,,,,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967514,COMP343,Générale des technologies associées aux réseaux et aux services.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:20,2.8,3.83,,7.0,0.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967547,COMP376,"Connaissances de systèmes d'exploitation AS/400, UNIX/LINUX, Windows",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:23,1.5,1.5,,10.0,2.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967629,COMP458,Analyser un risque,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:31,3.24,3.34,,178.0,19.0,18.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967284,COMP113,Connaissance des métiers de l'Office,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:04,2.7,3.11,,18.0,3.0,7.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967707,COMP536,Mobiliser,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:41,2.67,3.6,,10.0,2.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967546,COMP375,Connaissances du domaine concerné,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:23,3.0,3.5,,10.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967613,COMP442,Administration systèmes et réseaux,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:30,3.33,3.67,,5.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
